%t0,t1,rS,currentS,errorS,rR,currentR,errorR,rT,currentT,errorT,accX,accY,thruster1,thruster2,thruster3,thruster4,thruster5,thruster6,xPos,yPos
71.04000000000231,71.05500000000231,0.8394273956397351,-0.021589629560125903,0.861017025199861,0,-0.05976795051241434,0.05976795051241434,-3.749778195401835,2.110655285935959,-5.860433481337794,-0.2274005688868066,-0.09074431881671924,0.0,1.0,0.0,1.0,0.0,1.0,7.09765915773462,-0.76421388504039
71.05500000000231,71.07000000000231,0.8394273956397351,-0.019013137230942202,0.8584405328706773,0,-0.059557217034345813,0.059557217034345813,-3.751656957596139,2.1112136603227856,-5.862870617918924,-0.2274005688868066,-0.09074431881671924,1.0,0.0,1.0,0.0,0.0,1.0,7.095722012872375,-0.7659256651383572
71.07000000000231,71.08500000000231,0.8394273956397351,-0.016421077518003417,0.8558484731577385,0,-0.059343752036173966,0.059343752036173966,-3.7535491336281184,2.1114263251464003,-5.864975458774518,0.18924684035692793,0.2259012484293238,1.0,0.0,0.0,1.0,0.0,1.0,7.093774036938923,-0.7676489557765195
71.08500000000231,71.10000000000231,0.8394273956397351,-0.013818198798562508,0.8532455944382976,0,-0.0591741922175143,0.0591741922175143,-3.755440545101792,2.1117010229768765,-5.867141568078669,0.18924684035692793,-0.09074431881671924,0.0,1.0,0.0,1.0,0.0,1.0,7.091791102690494,-0.7693435648543396
71.10000000000231,71.11500000000231,0.8394273956397351,-0.011235217751624577,0.8506626133913597,0,-0.058998304570013774,0.058998304570013774,-3.7573210622220254,2.11239236838951,-5.869713430611535,-0.2274005688868066,-0.09074431881671924,1.0,0.0,0.0,1.0,0.0,1.0,7.089827892855748,-0.7710313251152003
71.11500000000231,71.13000000000231,0.8394273956397351,-0.008672117229005565,0.8480995128687406,0,-0.05881609955761204,0.05881609955761204,-3.759190614654362,2.1125518296989156,-5.871742444353277,0.18924684035692793,-0.09074431881671924,1.0,0.0,0.0,1.0,0.0,1.0,7.087884387435117,-0.772712238448948
71.13000000000231,71.14500000000231,0.8394273956397351,-0.00613359134882524,0.8455609869885603,0,-0.05867421900877399,0.05867421900877399,-3.7610351280832908,2.112844262034128,-5.873879390117419,0.18924684035692793,-0.09074431881671924,0.0,1.0,0.0,1.0,0.0,1.0,7.085936412660546,-0.7743461411425377
71.14500000000231,71.16000000000231,0.8394273956397351,-0.003614970362363853,0.8430423660020989,0,-0.058526033383022126,0.058526033383022126,-3.7628686053900515,2.113535607446761,-5.876404212836812,-0.2274005688868066,-0.09074431881671924,0.0,1.0,1.0,0.0,0.0,1.0,7.084008154456934,-0.7759731724739285
71.16000000000231,71.17500000000231,0.8394273956397351,-0.001076157540045277,0.8405035531797804,0,-0.05832842639195118,0.05832842639195118,-3.764729400002907,2.1141471853477976,-5.878876585350705,-0.2274005688868066,0.2259012484293238,1.0,0.0,0.0,1.0,0.0,1.0,7.082093323497679,-0.7776518747903522
71.17500000000231,71.19000000000231,0.8394273956397351,0.0014782124082741432,0.837949183231461,0,-0.05812804889482291,0.05812804889482291,-3.766603569315153,2.1142889121524666,-5.88089248146762,0.18924684035692793,-0.09074431881671924,1.0,0.0,0.0,1.0,0.0,1.0,7.080167693030021,-0.7793421127251595
71.19000000000231,71.20500000000231,0.8394273956397351,0.004008077798114698,0.8354193178416204,0,-0.057968038488578795,0.057968038488578795,-3.7684527646672543,2.114581344487679,-5.883034109154933,0.18924684035692793,-0.09074431881671924,0.0,1.0,0.0,1.0,0.0,1.0,7.07823751155385,-0.7809853478543676
